akun_id,peran_id,nama_lengkap,email,plaintext_password,password_hash_algo
AKUN000069,ADMIN,Satria Rahman,sr00069@umkmtumbuh.go.id,password123,bcrypt
AKUN000070,ADMIN,Prabowo Hidayat,ph00070@umkmtumbuh.go.id,password123,bcrypt
AKUN000071,ADMIN,Zahra Cahyani,zc00071@umkmtumbuh.go.id,password123,bcrypt
AKUN000072,ADMIN,Irfan Amin,irfanamin72@umkmtumbuh.go.id,password123,bcrypt
AKUN000073,ADMIN,Retno Mahardika,retno-mahardika-1241@umkmtumbuh.go.id,password123,bcrypt
AKUN000074,ADMIN,Naufal Lahadalia,nl00074@umkmtumbuh.go.id,password123,bcrypt
AKUN000075,ADMIN,Joko Syahputra,js00075@umkmtumbuh.go.id,password123,bcrypt
AKUN000076,ADMIN,Halimah Susanti,halimah_susanti.076@umkmtumbuh.go.id,password123,bcrypt
AKUN000077,ADMIN,Yuliana Rachman,yuliana-rachman-1309@umkmtumbuh.go.id,password123,bcrypt
AKUN000078,ADMIN,Nuraini Utami,nuraini.utami78@umkmtumbuh.go.id,password123,bcrypt
AKUN000079,ADMIN,Budi Setiawan,budi.setiawan79@umkmtumbuh.go.id,password123,bcrypt
AKUN000080,ADMIN,Fitri Suryani,fitri_suryani.080@umkmtumbuh.go.id,password123,bcrypt
AKUN000081,ADMIN,Nadia Hapsari,nadiahapsari81@umkmtumbuh.go.id,password123,bcrypt
AKUN000082,ADMIN,Arif Afifan,arif.00082@umkmtumbuh.go.id,password123,bcrypt
AKUN000083,ADMIN,Rahayu Kusuma,rahayu-kusuma-1411@umkmtumbuh.go.id,password123,bcrypt
AKUN000084,ADMIN,Rifqi Azzahra,rifqi_azzahra.084@umkmtumbuh.go.id,password123,bcrypt
AKUN000085,ADMIN,Citra Anggraini,citra-anggraini-1445@umkmtumbuh.go.id,password123,bcrypt
AKUN000086,ADMIN,Rizka Wijayanti,rw00086@umkmtumbuh.go.id,password123,bcrypt
AKUN000087,ADMIN,Dwi Handayani,dwi.handayani87@umkmtumbuh.go.id,password123,bcrypt
AKUN000088,ADMIN,Rasyid Wijaya,rasyid-wijaya-1496@umkmtumbuh.go.id,password123,bcrypt
AKUN000089,ADMIN,Prayuda Haunan,prayudahaunan89@umkmtumbuh.go.id,password123,bcrypt
AKUN000090,ADMIN,Dhea Hylmi,dhea.hylmi90@umkmtumbuh.go.id,password123,bcrypt
AKUN000091,ADMIN,Rizal Subianto,rizal.subianto91@umkmtumbuh.go.id,password123,bcrypt
AKUN000092,ADMIN,Gilang Hermawan,gilang.00092@umkmtumbuh.go.id,password123,bcrypt
AKUN000093,ADMIN,Ayu Hakim,ayu-hakim-1581@umkmtumbuh.go.id,password123,bcrypt
AKUN000094,ADMIN,Rendra Maharani,rendra_maharani.094@umkmtumbuh.go.id,password123,bcrypt
AKUN000095,ADMIN,Titin Prasetyo,titin-prasetyo-1615@umkmtumbuh.go.id,password123,bcrypt
AKUN000096,ADMIN,Khusnul Purnomo,khusnul.00096@umkmtumbuh.go.id,password123,bcrypt
AKUN000097,ADMIN,Wulan Anwar,wa00097@umkmtumbuh.go.id,password123,bcrypt
AKUN000098,ADMIN,Mursid Basuki,mursid_basuki.098@umkmtumbuh.go.id,password123,bcrypt
AKUN000099,ADMIN,Nur Manggala,nurmanggala99@umkmtumbuh.go.id,password123,bcrypt
AKUN000100,ADMIN,Putri Praisylia,putri.praisylia3@umkmtumbuh.go.id,password123,bcrypt
AKUN000101,ADMIN,Aulia Fauziah,aulia-fauziah-1717@umkmtumbuh.go.id,password123,bcrypt
AKUN000102,ADMIN,Teguh Widodo,tw00102@umkmtumbuh.go.id,password123,bcrypt
AKUN000103,ADMIN,Kirana Haryanto,kirana-haryanto-1751@umkmtumbuh.go.id,password123,bcrypt
AKUN000104,ADMIN,Dimas Kurniawan,dimas.00104@umkmtumbuh.go.id,password123,bcrypt
AKUN000105,ADMIN,Aditya Firmansyah,aditya_firmansyah.105@umkmtumbuh.go.id,password123,bcrypt
AKUN000106,ADMIN,Naila Fauzi,naila-fauzi-1802@umkmtumbuh.go.id,password123,bcrypt
AKUN000107,ADMIN,Reza Pertiwi,rezapertiwi107@umkmtumbuh.go.id,password123,bcrypt
AKUN000108,ADMIN,Raihan Akmalin,ra00108@umkmtumbuh.go.id,password123,bcrypt
AKUN000109,ADMIN,Lolo Cahyono,lolo.cahyono12@umkmtumbuh.go.id,password123,bcrypt
AKUN000110,ADMIN,Najma Mutmainah,najma.mutmainah13@umkmtumbuh.go.id,password123,bcrypt
AKUN000111,ADMIN,Rama Kusumawati,rama-kusumawati-1887@umkmtumbuh.go.id,password123,bcrypt
AKUN000112,ADMIN,Eka Nuraini,eka.nuraini15@umkmtumbuh.go.id,password123,bcrypt
AKUN000113,ADMIN,Rizqi Nugroho,rizqinugroho113@umkmtumbuh.go.id,password123,bcrypt
AKUN000114,ADMIN,Lukman Ningsih,lukman.00114@umkmtumbuh.go.id,password123,bcrypt
AKUN000115,ADMIN,Dewanto Amalia,dewanto-amalia-1955@umkmtumbuh.go.id,password123,bcrypt
AKUN000116,ADMIN,Slamet Ade,slamet.00116@umkmtumbuh.go.id,password123,bcrypt
AKUN000117,ADMIN,Rengga Dzaki,rengga-dzaki-1989@umkmtumbuh.go.id,password123,bcrypt
AKUN000118,ADMIN,Rohman Fadhilah,rohman.00118@umkmtumbuh.go.id,password123,bcrypt
AKUN000119,ADMIN,Agus Ramadhani,agus.00119@umkmtumbuh.go.id,password123,bcrypt
AKUN000120,ADMIN,Tri Anjani,tri.00120@umkmtumbuh.go.id,password123,bcrypt
AKUN000121,ADMIN,Intan Santoso,is00121@umkmtumbuh.go.id,password123,bcrypt
AKUN000122,ADMIN,Nugroho Sari,nugroho.sari25@umkmtumbuh.go.id,password123,bcrypt
AKUN000123,ADMIN,Sekar Puspita,sp00123@umkmtumbuh.go.id,password123,bcrypt
AKUN000124,ADMIN,Ilham Astuti,ia00124@umkmtumbuh.go.id,password123,bcrypt
AKUN000125,ADMIN,Ari Meidiyana,ari.meidiyana28@umkmtumbuh.go.id,password123,bcrypt
AKUN000126,ADMIN,Suryo Pangestu,suryo.00126@umkmtumbuh.go.id,password123,bcrypt
AKUN000127,ADMIN,Darel Maryati,darel-maryati-2159@umkmtumbuh.go.id,password123,bcrypt
AKUN000128,ADMIN,Rexy Sutrisno,rexy-sutrisno-2176@umkmtumbuh.go.id,password123,bcrypt
AKUN000129,ADMIN,Meiva Prakoso,meivaprakoso129@umkmtumbuh.go.id,password123,bcrypt
AKUN000130,ADMIN,Aisyah Lestari,aisyah_lestari.130@umkmtumbuh.go.id,password123,bcrypt
AKUN000131,ADMIN,Sofyan Maulana,sofyan.maulana34@umkmtumbuh.go.id,password123,bcrypt
AKUN000132,ADMIN,Sri Ramadhan,sri.ramadhan35@umkmtumbuh.go.id,password123,bcrypt
AKUN000133,ADMIN,Tania Ryannareta,tania_ryannareta.133@umkmtumbuh.go.id,password123,bcrypt
AKUN000134,ADMIN,Suhartini Herfina,suhartini.herfina37@umkmtumbuh.go.id,password123,bcrypt
AKUN000135,ADMIN,Rois Wicaksono,rw00135@umkmtumbuh.go.id,password123,bcrypt
AKUN000136,ADMIN,Darsih Herlambang,dh00136@umkmtumbuh.go.id,password123,bcrypt
AKUN000137,ADMIN,Gita Setyowati,gs00137@umkmtumbuh.go.id,password123,bcrypt
AKUN000138,ADMIN,Ahmad Asih,ahmadasih138@umkmtumbuh.go.id,password123,bcrypt
AKUN000139,ADMIN,Hendra Wahyuni,hw00139@umkmtumbuh.go.id,password123,bcrypt
AKUN000140,ADMIN,Fajar Pramono,fajar_pramono.140@umkmtumbuh.go.id,password123,bcrypt
AKUN000141,ADMIN,Lestari Fitriani,lestari-fitriani-2397@umkmtumbuh.go.id,password123,bcrypt
AKUN000142,ADMIN,Andi Azarel,aa00142@umkmtumbuh.go.id,password123,bcrypt
AKUN000143,ADMIN,Hana Syakira,hana_syakira.143@umkmtumbuh.go.id,password123,bcrypt
AKUN000144,ADMIN,Vina Ramdani,vr00144@umkmtumbuh.go.id,password123,bcrypt
AKUN000145,ADMIN,Mega Wulandari,mw00145@umkmtumbuh.go.id,password123,bcrypt
AKUN000146,ADMIN,Fikri Pawestri,fikripawestri146@umkmtumbuh.go.id,password123,bcrypt
AKUN000147,ADMIN,Rambat Wibowo,rambat-wibowo-2499@umkmtumbuh.go.id,password123,bcrypt
AKUN000148,ADMIN,Fatih Rahmawati,fatih.rahmawati51@umkmtumbuh.go.id,password123,bcrypt
AKUN000149,ADMIN,Bahlil Harlitasari,bahlil_harlitasari.149@umkmtumbuh.go.id,password123,bcrypt
AKUN000150,ADMIN,Khairunnisa Aryati,khairunnisa_aryati.150@umkmtumbuh.go.id,password123,bcrypt
AKUN000151,ADMIN,Hafizh Artanti,hafizh-artanti-2567@umkmtumbuh.go.id,password123,bcrypt
AKUN000152,ADMIN,Nurul Nugraha,nurul-nugraha-2584@umkmtumbuh.go.id,password123,bcrypt
AKUN000153,ADMIN,Naufan Rohmah,naufan_rohmah.153@umkmtumbuh.go.id,password123,bcrypt
AKUN000154,ADMIN,Sriyono Pratiwi,sriyono.00154@umkmtumbuh.go.id,password123,bcrypt
AKUN000155,ADMIN,Latifah Kusnadi,latifah.kusnadi58@umkmtumbuh.go.id,password123,bcrypt
AKUN000156,ADMIN,Krisna Saputra,krisna_saputra.156@umkmtumbuh.go.id,password123,bcrypt
AKUN000157,ADMIN,Novi Permata,novi-permata-2669@umkmtumbuh.go.id,password123,bcrypt
AKUN000158,ADMIN,Siti Mulyani,siti.mulyani61@umkmtumbuh.go.id,password123,bcrypt
AKUN000159,ADMIN,Yusuf Ungu,yusuf_ungu.159@umkmtumbuh.go.id,password123,bcrypt
AKUN000160,ADMIN,Rizky Yusnita,rizky.yusnita63@umkmtumbuh.go.id,password123,bcrypt
AKUN000161,ADMIN,Maya Sulistyo,mayasulistyo161@umkmtumbuh.go.id,password123,bcrypt
AKUN000162,ADMIN,Rafi Gunawan,rafi-gunawan-2754@umkmtumbuh.go.id,password123,bcrypt
AKUN000163,ADMIN,Mila Prabawa,mila.00163@umkmtumbuh.go.id,password123,bcrypt
AKUN000164,ADMIN,Rangga Rahman,ranggarahman164@umkmtumbuh.go.id,password123,bcrypt
AKUN000165,ADMIN,Hanif Hidayat,hanifhidayat165@umkmtumbuh.go.id,password123,bcrypt
AKUN000166,ADMIN,Nisa Cahyani,nisacahyani166@umkmtumbuh.go.id,password123,bcrypt
AKUN000167,ADMIN,Yoeke Amin,yoeke.00167@umkmtumbuh.go.id,password123,bcrypt
AKUN000168,ADMIN,Anindya Mahardika,anindya.00168@umkmtumbuh.go.id,password123,bcrypt
AKUN000169,ADMIN,Angelina Lahadalia,angelina_lahadalia.169@umkmtumbuh.go.id,password123,bcrypt
AKUN000170,ADMIN,Yoga Syahputra,yoga.00170@umkmtumbuh.go.id,password123,bcrypt
AKUN000171,ADMIN,Yuni Susanti,yunisusanti171@umkmtumbuh.go.id,password123,bcrypt
AKUN000172,ADMIN,Febri Rachman,fr00172@umkmtumbuh.go.id,password123,bcrypt
AKUN000173,ADMIN,Adit Utami,adit_utami.173@umkmtumbuh.go.id,password123,bcrypt
AKUN000174,ADMIN,Endang Setiawan,endangsetiawan174@umkmtumbuh.go.id,password123,bcrypt
AKUN000175,ADMIN,Mujiono Suryani,mujiono-suryani-2975@umkmtumbuh.go.id,password123,bcrypt
AKUN000176,ADMIN,Devi Hapsari,devi_hapsari.176@umkmtumbuh.go.id,password123,bcrypt
AKUN000177,ADMIN,Syifa Afifan,syifa.00177@umkmtumbuh.go.id,password123,bcrypt
AKUN000178,ADMIN,Dewi Kusuma,dewi_kusuma.178@umkmtumbuh.go.id,password123,bcrypt
AKUN000179,ADMIN,Wahyu Azzahra,wahyu.00179@umkmtumbuh.go.id,password123,bcrypt
AKUN000180,ADMIN,Farhan Anggraini,farhan.anggraini83@umkmtumbuh.go.id,password123,bcrypt
AKUN000181,ADMIN,Salsa Wijayanti,salsawijayanti181@umkmtumbuh.go.id,password123,bcrypt
AKUN000182,ADMIN,Bagus Handayani,bh00182@umkmtumbuh.go.id,password123,bcrypt
AKUN000183,ADMIN,Niken Wijaya,niken-wijaya-3111@umkmtumbuh.go.id,password123,bcrypt
AKUN000184,ADMIN,Dinda Haunan,dinda.haunan87@umkmtumbuh.go.id,password123,bcrypt
AKUN000185,ADMIN,Pram Hylmi,ph00185@umkmtumbuh.go.id,password123,bcrypt
AKUN000186,ADMIN,Adeliya Subianto,adeliya.00186@umkmtumbuh.go.id,password123,bcrypt
AKUN000187,ADMIN,Jonnathan Hermawan,jonnathan.00187@umkmtumbuh.go.id,password123,bcrypt
AKUN000188,ADMIN,Viola Hakim,vh00188@umkmtumbuh.go.id,password123,bcrypt
AKUN000189,ADMIN,Gloria Maharani,gloriamaharani189@umkmtumbuh.go.id,password123,bcrypt
AKUN000190,ADMIN,Taufik Prasetyo,taufik_prasetyo.190@umkmtumbuh.go.id,password123,bcrypt
AKUN000191,ADMIN,Ratna Purnomo,ratna.purnomo94@umkmtumbuh.go.id,password123,bcrypt
AKUN000192,ADMIN,Salma Anwar,salma.00192@umkmtumbuh.go.id,password123,bcrypt
AKUN000193,ADMIN,Sulastri Basuki,sulastri.00193@umkmtumbuh.go.id,password123,bcrypt
AKUN000194,ADMIN,Mardiyah Manggala,mm00194@umkmtumbuh.go.id,password123,bcrypt
AKUN000195,ADMIN,Suyatno Praisylia,sp00195@umkmtumbuh.go.id,password123,bcrypt
AKUN000196,ADMIN,Puspita Fauziah,pf00196@umkmtumbuh.go.id,password123,bcrypt
AKUN000197,ADMIN,Anisa Widodo,anisa.widodo3@umkmtumbuh.go.id,password123,bcrypt
AKUN000198,ADMIN,Rina Haryanto,rh00198@umkmtumbuh.go.id,password123,bcrypt
AKUN000199,ADMIN,Dian Kurniawan,dian.00199@umkmtumbuh.go.id,password123,bcrypt
AKUN000200,ADMIN,Bayu Firmansyah,bayu.firmansyah6@umkmtumbuh.go.id,password123,bcrypt
AKUN000201,ADMIN,Kartika Fauzi,kartika-fauzi-3417@umkmtumbuh.go.id,password123,bcrypt
AKUN000202,ADMIN,Galih Pertiwi,galih_pertiwi.202@umkmtumbuh.go.id,password123,bcrypt
AKUN000203,ADMIN,Miftah Akmalin,miftah_akmalin.203@umkmtumbuh.go.id,password123,bcrypt
AKUN000204,ADMIN,Fauzan Cahyono,fauzan_cahyono.204@umkmtumbuh.go.id,password123,bcrypt
AKUN000205,ADMIN,Annisa Mutmainah,annisamutmainah205@umkmtumbuh.go.id,password123,bcrypt
AKUN000206,ADMIN,Lois Kusumawati,lois-kusumawati-3502@umkmtumbuh.go.id,password123,bcrypt
AKUN000207,ADMIN,Satria Nuraini,satria.nuraini13@umkmtumbuh.go.id,password123,bcrypt
AKUN000208,ADMIN,Prabowo Nugroho,prabowonugroho208@umkmtumbuh.go.id,password123,bcrypt
AKUN000209,ADMIN,Zahra Ningsih,zahra.00209@umkmtumbuh.go.id,password123,bcrypt
AKUN000210,ADMIN,Irfan Amalia,irfanamalia210@umkmtumbuh.go.id,password123,bcrypt
AKUN000211,ADMIN,Retno Ade,retno.00211@umkmtumbuh.go.id,password123,bcrypt
AKUN000212,ADMIN,Naufal Dzaki,nd00212@umkmtumbuh.go.id,password123,bcrypt
AKUN000213,ADMIN,Joko Fadhilah,joko.fadhilah19@umkmtumbuh.go.id,password123,bcrypt
AKUN000214,ADMIN,Halimah Ramadhani,halimah.ramadhani20@umkmtumbuh.go.id,password123,bcrypt
AKUN000215,ADMIN,Yuliana Anjani,yuliana_anjani.215@umkmtumbuh.go.id,password123,bcrypt
AKUN000216,ADMIN,Nuraini Santoso,nuraini.santoso22@umkmtumbuh.go.id,password123,bcrypt
AKUN000217,ADMIN,Budi Sari,budi.sari23@umkmtumbuh.go.id,password123,bcrypt
AKUN000218,ADMIN,Fitri Puspita,fp00218@umkmtumbuh.go.id,password123,bcrypt
AKUN000219,ADMIN,Nadia Astuti,nadia-astuti-3723@umkmtumbuh.go.id,password123,bcrypt
AKUN000220,ADMIN,Arif Meidiyana,arif-meidiyana-3740@umkmtumbuh.go.id,password123,bcrypt
AKUN000221,ADMIN,Rahayu Pangestu,rahayupangestu221@umkmtumbuh.go.id,password123,bcrypt
AKUN000222,ADMIN,Rifqi Maryati,rifqi.00222@umkmtumbuh.go.id,password123,bcrypt
AKUN000223,ADMIN,Citra Sutrisno,citra-sutrisno-3791@umkmtumbuh.go.id,password123,bcrypt
AKUN000224,ADMIN,Rizka Prakoso,rizka.00224@umkmtumbuh.go.id,password123,bcrypt
AKUN000225,ADMIN,Dwi Lestari,dwi_lestari.225@umkmtumbuh.go.id,password123,bcrypt
AKUN000226,ADMIN,Rasyid Maulana,rasyid.maulana32@umkmtumbuh.go.id,password123,bcrypt
AKUN000227,ADMIN,Prayuda Ramadhan,prayuda.00227@umkmtumbuh.go.id,password123,bcrypt
AKUN000228,ADMIN,Dhea Ryannareta,dhea.00228@umkmtumbuh.go.id,password123,bcrypt
AKUN000229,ADMIN,Rizal Herfina,rizal_herfina.229@umkmtumbuh.go.id,password123,bcrypt
AKUN000230,ADMIN,Gilang Wicaksono,gilang.wicaksono36@umkmtumbuh.go.id,password123,bcrypt
AKUN000231,ADMIN,Ayu Herlambang,ayu-herlambang-3927@umkmtumbuh.go.id,password123,bcrypt
AKUN000232,ADMIN,Rendra Setyowati,rendra.00232@umkmtumbuh.go.id,password123,bcrypt
AKUN000233,ADMIN,Titin Asih,titin.00233@umkmtumbuh.go.id,password123,bcrypt
AKUN000234,ADMIN,Khusnul Wahyuni,khusnul_wahyuni.234@umkmtumbuh.go.id,password123,bcrypt
AKUN000235,ADMIN,Wulan Pramono,wulan.00235@umkmtumbuh.go.id,password123,bcrypt
AKUN000236,ADMIN,Mursid Fitriani,mursid_fitriani.236@umkmtumbuh.go.id,password123,bcrypt
AKUN000237,ADMIN,Nur Azarel,na00237@umkmtumbuh.go.id,password123,bcrypt
AKUN000238,ADMIN,Putri Syakira,putrisyakira238@umkmtumbuh.go.id,password123,bcrypt
AKUN000239,ADMIN,Aulia Ramdani,aulia.ramdani45@umkmtumbuh.go.id,password123,bcrypt
AKUN000240,ADMIN,Teguh Wulandari,teguh_wulandari.240@umkmtumbuh.go.id,password123,bcrypt
AKUN000241,ADMIN,Kirana Pawestri,kiranapawestri241@umkmtumbuh.go.id,password123,bcrypt
AKUN000242,ADMIN,Dimas Wibowo,dw00242@umkmtumbuh.go.id,password123,bcrypt
AKUN000243,ADMIN,Aditya Rahmawati,aditya.rahmawati49@umkmtumbuh.go.id,password123,bcrypt
AKUN000244,ADMIN,Naila Harlitasari,nh00244@umkmtumbuh.go.id,password123,bcrypt
AKUN000245,ADMIN,Reza Aryati,reza.aryati51@umkmtumbuh.go.id,password123,bcrypt
AKUN000246,ADMIN,Raihan Artanti,ra00246@umkmtumbuh.go.id,password123,bcrypt
AKUN000247,ADMIN,Lolo Nugraha,lolo-nugraha-4199@umkmtumbuh.go.id,password123,bcrypt
AKUN000248,ADMIN,Najma Rohmah,najma-rohmah-4216@umkmtumbuh.go.id,password123,bcrypt
AKUN000249,ADMIN,Rama Pratiwi,rp00249@umkmtumbuh.go.id,password123,bcrypt
AKUN000250,ADMIN,Eka Kusnadi,eka_kusnadi.250@umkmtumbuh.go.id,password123,bcrypt
AKUN000251,UMKM,Rizqi Saputra,rizqi.saputra57@mail.com,password123,bcrypt
AKUN000252,UMKM,Lukman Permata,lukman.permata58@mail.com,password123,bcrypt
AKUN000253,UMKM,Dewanto Mulyani,dewantomulyani253@gmail.com,password123,bcrypt
AKUN000254,UMKM,Slamet Ungu,slamet.ungu60@mail.com,password123,bcrypt
AKUN000255,UMKM,Rengga Yusnita,rengga.yusnita61@icloud.com,password123,bcrypt
AKUN000256,UMKM,Rohman Sulistyo,rohman.sulistyo62@outlook.com,password123,bcrypt
AKUN000257,UMKM,Agus Gunawan,agus.00257@outlook.com,password123,bcrypt
AKUN000258,UMKM,Tri Prabawa,tri.00258@gmail.com,password123,bcrypt
AKUN000259,UMKM,Intan Rahman,intan.rahman65@gmail.com,password123,bcrypt
AKUN000260,UMKM,Nugroho Hidayat,nugroho.hidayat66@gmail.com,password123,bcrypt
AKUN000261,UMKM,Sekar Cahyani,sekarcahyani261@mail.com,password123,bcrypt
AKUN000262,UMKM,Ilham Amin,ilham.00262@outlook.com,password123,bcrypt
